Piensos y Mezclas,Crispy Muesli Hamster- 400gr,34.23,imgroe\Piensos\crispy.JPG,"Crispy Muesli Hamsters & Co / hámsteres es un pienso completo, sabroso y rico en proteínas para hámsteres y otros roedores omnívoros. Con deliciosos cereales inflados, montones de verduras y deliciosos frutos secos... ¡Superradiante! Se trata de una mezcla variada, exquisita y sumamente sabrosa para su hámster. Gracias al granulado ""Happy & Healthy"" que contiene, Crispy Muesli incluye todos los nutrientes que su mascota necesita para vivir mucho tiempo contenta y disfrutando de buena salud. Además, su composición energética mantiene a los animales en magnífica forma. Un alimento sabrosísimo que facilita una buena absorción.",,,,
Piensos y Mezclas,Beaphar Care+ Hamster - 250gr,80.41,imgroe\Piensos\care.JPG,"Care+ Hámster es un alimento de alta calidad extremadamente sabroso y bien equilibrado. El pienso se desarrolló en colaboración con veterinarios, bromatólogos y especialistas en hámster.",,,,
Snack,Ribero Alfalfa -100gr,79.49,imgroe\Snack\alfalfa.JPG,"Por su alto contenido en fibra, proteína y calcio, es el alimento adecuado para los conejos, cobayas y chinchillas en etapas de crecimiento, estados gestantes, lactantes o convalecientes. También puedes ofrecer un capricho a tu mascota ofreciéndole alfalfa Ribero en ocasiones especiales.",,,,
Snack,Ribero Ray-Grass - 100 gr,79.49,imgroe\Snack\raygrass.JPG,"Es un alimento adecuado para dar como capricho a conejos, cobayas, chinchillas, hasmters y ardillas, ofreciéndoles un delicioso puñado de ray-grass Ribero en ocasiones especiales. Por su alto contenido en fibra ayuda al desgaste de los dientes de su mascota. Debido a la disposición de sus hojas ofrece una mayor palatabilidad y digestibilidad a su mascota. Aporta una gran cantidad de fibra y de potasio que serán fundamentales para el sano crecimiento de huesos y dientes. ",,,,
Snack,Mazorcas de maiz - 300gr,72.6,imgroe\Snack\masorca.JPG,"Sin azúcar añadido.- Para pequeños roedores, conejos.- Cont. / Peso: 300 g.",,,,
Snack,Pelotas con zanahoria y guisante - 140gr,93.51,imgroe\Snack\pelotas.JPG,Para conejos.- Sabor: Zanahoria / Guisante.- Cont. / Peso: 24-26 Uds / 140 g.,,,,
Snack,Snacks Huron - 7gr,68.69,imgroe\Snack\snacks.JPG,"Snacks Huron, ideal para premiar a los hurones durante su aprendizaje.",,,,
Snack,Ribero Avena en flor - 25gr,64.1,imgroe\Snack\avena.JPG,Snacks de productos naturales para Conejos y Roedores. Ideales para cada mascota según las propiedades de cada uno de ellos.Ribero Productor Agrícola selecciona los snacks disponiendo en todo momento de la trazabilidad del producto y asegurando la mejor calidad en cada una de nuestras bolsas.¡Aprovecha los beneficios que nos brinda la naturaleza!,,,,
Higiene y Limpieza,Trixie Bandeja Esquina,28.95,imgroe\Higiene\esquina.JPG,"Bandeja higiene para Roedores, de plástico, y con forma de esquina, con entrada. El inodoro de esquina facilita la limpieza de la jaula, es higiénico y reduce la suciedad. Los elementos de material galvanizado son impermeables y resistentes a los dientes de los roedores. Medidas: 16 x 7 x 12 / 12 cm",,,,
Higiene y Limpieza,Bandeja para Roedores,103.15,imgroe\Higiene\bandeja.JPG,"Ancho 35 cm, largo 25 cm, alto 10 cm",,,,
Higiene y Limpieza,Spray Antiparasitario Universal -250ml,223.77,imgroe\Higiene\spray.JPG,Desinfectante: Elimina las bacterias causantes de infecciones como por ejemplo las bacterias coliformes y la bacteria de la salmonela así como la acromicosis.,,,,
Higiene y Limpieza,Piedra de Roer Anahorias,36.99,imgroe\Higiene\piedra.JPG,"Piedra de roer,pequeña,Zanahorias,75g,apetitosa Desgaste dientes, mineral., oligolem. y vitam. Esta piedra de roer ofrece todos los minerales y oligoelementos esenciales para conejos enanos y otros roedores pequeños.",,,,
Higiene y Limpieza,Trixie Cuerda de paja para roer,53.3,imgroe\Higiene\cuerda.JPG,Longitud: 20 cm.- Para satisfacer el instinto natural de roer.- Colores surtidos.- Esta zanahoria de paja garantiza horas de diversión. - Promueve el juego de la mascota.,,,,
Higiene y Limpieza,Ferplast Fruta Cuidado dental,81.07,imgroe\Higiene\frutas.JPG,"Dimensiones: L 4÷6,5 cm",,,,
Higiene y Limpieza,Repelente de Insectos -200ml,130.25,imgroe\Higiene\insectos.JPG,Repelente de uso externo a base de extractos naturales que cubre todo el espectro ectoparasitario.,,,,
Higiene y Limpieza,Ferplast Cardador Roedores,144.51,imgroe\Higiene\cardador.JPG,"Muy práctico, equipado con mango de plástico, el GRO 4955 es un cepillo de cardán con robustas cerdas de acero inoxidable útiles para eliminar el pelo muerto de la capa de su pequeño amigo, facilitando así el siguiente paso con peine. Ideal para animales medianos y largos, esta carda es el producto ideal para el cuidado del abrigo de conejos y conejillos de indias.Dimensiones: 12 x 6 x h 3 cm",,,,
Higiene y Limpieza,Ferplast Wash Glove,185.17,imgroe\Higiene\guante.JPG,GRO 5934 es un guante para masajear a tu mascota y también ayuda a quitar pelos muertos. Se aprieta en la muñeca para un mejor manejo. Dimensiones: 27 x 20 x h 2 cm.,,,,
Higiene y Limpieza,Tijeras Cortauñas,105.45,imgroe\Higiene\tijeras.JPG,Tijeras-cortaúñas sus afiladas cuchillas permiten un corte rápido y preciso. Tamaño 10 cm.,,,,
Jaulas y Parques,Imac Ardillas,1798.68,imgroe\Jaulas\imac.JPG,"Si las ardillas son su pasión, Imac le brinda la oportunidad con sus productos de disfrutar de su compañía todos los días. Talla: 61x40x56cm. Color: Azul, Cromado.",,,,
Jaulas y Parques,Imac Ferret Flat,2331.68,imgroe\Jaulas\ferret.JPG,"Juegue serpientes y escaleras con los tubos y accesorios Tenemos una amplia gama de jaulas y productos de hurones, desde Baggy para llevar a su pequeño amigo en sus viajes hasta la gama Doble, castillos reales en varios niveles, donde sus hurones tendrán todo el espacio. Es necesario divertirse y ser feliz. Ancho: 80 cm Profundidad: 48,5 cm Altura: 60,5 cm.",,,,
Jaulas y Parques,Jaula Grandes Roedores 3 Niveles,3905.44,imgroe\Jaulas\grandes.JPG,"Jaula para roedores, elaborada en un material resistente y duradero. comoda y facil de limpiar. Tamaño: 64x43,5x92,5 cm",,,,
Jaulas y Parques,Trixie Recinto Exterior Natura,8001.59,imgroe\Jaulas\recinto.JPG,Madera de pino barnizada (con estándares DIN-EN71). - Rejilla metálica muy estable con pintura en polvo. - Cubierta evita que la mascota salte. - Protección contra aves de presa y gatos.,,,,
Jaulas y Parques,Trixie Recinto Roedores Plegable Nylon,1729.06,imgroe\Jaulas\plegable.JPG,"Recinto Roedores, plegalble, bolsa transporte, Nylon, ventilado, estruc metálica. Este recinto se puede utilizar para cualquier animal pequeño hasta cachorros.Protege cables, alfombras, muebles etc. del instinto natural de roer. La base es extraíble por lo que su mascota podrá tumbarse en el césped.",,,,
Jaulas y Parques,Jaula Modelo Castilla 2 Pisos,6524.53,imgroe\Jaulas\castilla.JPG,"Dimensiones: 1530 x 800 x 1500 mm. Compartimento: 500 x 690 x 360 mm. Jaula de 2 pisos para conejos fabricada en malla electrosoldada, con 2 departamentos para hembras y 2 departamentos para engorde. Provista de tolvas metálicas de 2 huecos, bebederos GAUN con botella, forrajeras, bandeja colectora y 2 nidos modelo Espacio en los laterales",,,,
Jaulas y Parques,Caseta Natura 2 Compartimentos,8143.62,imgroe\Jaulas\caseta.JPG,Madera de pino barnizada. Rejilla metálica muy estable con pintura en polvo. Techo impermeable con cubierta asfáltica. Un refugio y una puerta en cada nivel.,,,,
Jaulas y Parques,Jaula para Hamster Tubing,418.6,imgroe\Jaulas\tubing.JPG,"Es el perfecto hogar que puedes brindarle a tu pequeño roedor, donde tendrá todo lo que necesite en cuanto a su alimentación y su entretenimiento.Se trata de una espaciosa jaula hecha con materiales resistentes y duraderos.Medidas: 37 x 23 x 25cm",,,,
Juguetes,Pelota Dispensdora de Snacks,83.86,imgroe\Juguetes\pelota.JPG,Plástico. Los snacks caen por la acción0 de rodar. Potencia las habilidades. Con apertura regulable para la salida de los premios. Recomendado para todo tipo de roedores.,,,,
Juguetes,Pelota de Madera Rellenable,82.71,imgroe\Juguetes\rellenable.JPG,Apto para cobayas y conejos.- De madera.- Rellenable con snacks.- Unidad de venta profesional: 4 uds. - Diámetro: 8 cm.,,,,
Juguetes,Cilindro Madera con Cascabel,34.69,imgroe\Juguetes\cascabel.JPG,"Medidas:· Diámetro: 3.5 cm.· Longitud: 5 cm.- Apto para ratones y hámsters.- De madera.- Con cascabel.- También disponible ref. 6184: Medidas 5 x 7 cm, Apto para conejos y cobayas.",,,,
Juguetes,Mordedor de Madera para Roedores,78.11,imgroe\Juguetes\mordedor.JPG,Vitakraft mordedor juguete de madera para los roedores. No contienen colorantes tóxicos.,,,,
Juguetes,Duvo+ Hamstermovil,73.29,imgroe\Juguetes\hamstermovil.JPG,"Plástico Transparente, permite a los hamsters rugir libremente. Fabricado en plástico sólido con hoyos que permiten que el aire fluya libremente. Con límite de uso de 2 minutos.",,,,
Juguetes,Estructura para juego roedores,637.08,imgroe\Juguetes\estructura.JPG,"Parque infantil para roedores. Con puente, plexiglass-túnel, paredes de escalada y escaleras para la gran diversión de escalada.Las medidas cómodas especiales permiten al hámster correr a través de las aberturas especiales grandes también con las bolsas llenas de la mejilla.",,,,
Correas y Arneses,Set Roedores/ratas,114.41,imgroe\Correas\ratas.JPG,Detalles del producto: Fabricado en poliéster / nylon resistente con correa totalmente elástica de 120 cm de longitud. El arnés es rápido y fácil de poner debido a sus cierres totalmente ajustable en el pecho y el estómago. Lavar a mano hasta 30 ° C. Medidas de circunferencia de estomago 12–18 cm.,,,,
Correas y Arneses,Arnes de Nylon,53.3,imgroe\Correas\nylon.JPG,"Estos  para usted conjunto de Pequeños Animales consta de arnés práctica y una correa de nylon, es infinitamente ajustable y tiene broches de presión que hacen que el uso de especialmente sencillo.",,,,
Correas y Arneses,Arnes Comfort Med,178.14,imgroe\Correas\comfort.JPG,"Hecho de poliéster suave, ligero y transpirable que se adapta cómodamente sobre el cuerpo de tu mascota. Se sujeta de forma segura con velcro. Fácil de colocar y abrochar. Totalmente ajustable alrededor de las áreas del cuello, pecho y estómago. Incluye un cascabel para ayudar a localizar a tu mascota.",,,,
Correas y Arneses,Arnes Hamster,113.95,imgroe\Correas\hamster.JPG,"Set  arnés y correas de nylon para hámster, fabricados con materiales de alta calidad. Incluye cascabel y es ajustable. Disponible en varios colores.",,,,
Correas y Arneses,Arnes Huron 62gr,121.53,imgroe\Correas\huron.JPG,"Set  arnés y correas de nylon para hurones, fabricados con materiales de alta calidad. Incluye cascabel y es ajustable. Disponible en varios colores.",,,,
Accesorios para Jaulas,Castillo robin para hamster,298.44,imgroe\Accesorios\castillo.JPG,Castillo robin para hamster juego torre de robin 16 x 11 x 15 cm.Artículo No .: 84010 | EAN: 4016598840108País de las Maravillas casas L: 21 cm W: 22 cm H: 16 cmCasas de las maravillas L: 36 cm W: 19 cm H: 12 cm.,,,,
Accesorios para Jaulas,Tienda de campa,312.22,imgroe\Accesorios\tienda.JPG,Tienda de campaTienda para uso interior y exterior.Con la manta desprendible.  Se pliega para un almacenamiento que ahorra espacio. Lavable a 30 °.Colores surtidos.Artículo no.:60864 | EAN: 4016598608647Camp Rody L: 30 cm W: 30 cm H: 30 cm colores surtidos.,,,,
Accesorios para Jaulas,Bebedero Grande Colortone,80.18,imgroe\Accesorios\bebederos.JPG,"Bebederos cristal deluxe de alta resistencia en colores vibrantes - rojo, verde y amarillo.Capacidad graduada.Boquillas de acero inoxidable con bolas gemelasConjunto de tapa en ángulo resistente a roeduras.Fabricados en Inglaterra.",,,,
Accesorios para Jaulas,Comedero Ceramico ,54.91,imgroe\Accesorios\comedero.JPG,"Comedero cerámico, 100 ml/ø 7.5 cm, AZUL/CREMA Tazón de cerámica de color crema con un interior en esmalte azul. Este tazón pesado es de fácil limpieza.",,,,
Accesorios para Jaulas,Casita Bjork Natural Living,440.88,imgroe\Accesorios\casita.JPG,"Extra,rampas-tunel,30x32x29cm Natural Living, Corteza árbol 100%, Esta caseta para roedor tiene una rampa que lleva a la entrada de la segunda planta. Se puede roer sin problema ya que es de madera natural. Detalles del producto: 2 plantas,con rampa,fácil de montar,madera natural Por favor, revise el producto con regularidad en busca de rastros roídos y reemplace en caso necesario.",,,,
