Juguetes,KONG AirDog Squeakair Donut,7,ImagesPerros/Donut.jpg,"El KONG AirDog Donut combina dos juguetes clásicos para perros, la pelota de tenis y el juguete chirriante, para crear una forma de fútbol reconocible al instante que es el juguete perfecto para buscar.",,,,
Juguetes,KONG AirDog Squeaker Football,9,ImagesPerros/ball.jpg,El KONG AirDog Football combina dos juguetes clásicos para perros. la pelota de tenis y el juguete chirriante? para crear una forma de fútbol reconocible al instante que es el juguete perfecto para buscar.,,,,
Aseo,Artero Vitalizing shampoo,24,ImagesPerros/Vitali.jpg,"Champú para perros muy suave y vitalizante a base de tensioactivos vegetales que regeneran el cabello y mejoran su fortaleza fortaleciéndolo. Champú para razas que requieren volumen como Caniches, Bobtail, Kerry Blue, etc ... o para razas como Schnauzers, Terriers, etc.",,,,
Aseo,Artero Pretty Eyes,20,ImagesPerros/Pretty.jpg,Limpiador del área de los ojos del perro para el cuidado completo de toda el área alrededor de los ojos y la boca donde el pelaje se ha oscurecido.,,,,
Aseo,Miscota 4 rollos de 20 bolsas recogen excrementos,10,ImagesPerros/Miscota.jpg,Bolsas higiénicas de plástico.,,,,
Aseo,SUMSU Champú Pelo Corto,38,ImagesPerros/Sumsu.jpg,SUMSU Champú Pelo Corto 250ml,,,,
Collares,"Miscota Arnes Nylon M 2.5 Cm, ​​56 Cm - 95 Cm",100,ImagesPerros/Arnes.jpg,Arnés de nylon para mayor resistencia.,,,,
Collares,Miscota Black Extensible Lead,80,ImagesPerros/BlackExt.jpg,Correa de cuerda extensible.,,,,
Collares,Collar Ferplast Giotto Marron,70,ImagesPerros/GioMar.jpg,Un atractivo contraste de color entre materiales y decoraciones: este es el collar para perros de cuero Giotto en la versión marrón con tachuelas.,,,,
Collares,Ferplast Correa Cuero Natural Negro,60,ImagesPerros/CorNeg.jpg,Esta correa para perros de cuero sintético definitivamente le dará a tus paseos un toque de color.,,,,
Transporte y Viajes,Arquivet Carrier Skudo7: Taupe-Arena,790,ImagesPerros/arquivet.jpg,El plastico.  Aceptado por la mayoría de las aerolíneas.  Con puerta de metal y clips de bloqueo. Tamaño 49x39x60 con dos bandejas de almacenamiento.  Rejillas para una mejor circulación del aire.,,,,
Transporte y Viajes,Pawise Bolso Troley para Transporte,1600,ImagesPerros/pawise.jpg,Bolso para transportar perros pequeños,,,,
Transporte y Viajes,Arquivet Asiento de Coche para Perros Confort,950,ImagesPerros/asientoarqu.jpg,Asiento de coches para perros,,,,
Transporte y Viajes,Dogit Jaula 2 Puertas,2000,ImagesPerros/jaula.jpg,Jaula de dos puertas para perros medianos,,,,
Transporte y Viajes,Arquivet Transportin Black 52X28X29 Cm,500,ImagesPerros/transporte.jpg,Bolsa de viaje para mascotas pequeñas,,,,
